uuid,epoch,enum,integer
8d538177-d0be-453b-a537-4cd429843722,1759260972,correct-ans,34
3904b6d5-af97-42d3-b325-a55e9006342c,1759581833,wrong-ans,43
9abdda08-2856-4a74-8840-5172a040ce29,1759381787,correct-ans,84
8c4d0fb3-e00d-4f5d-8d04-9f8a7ba25219,1759721957,correct-ans,75
ee1b17e1-10a6-451e-8390-c4ed28bbeb4f,1760666965,wrong-ans,86
b7632916-a0c4-43b0-b191-ac7b36a0b0e2,1760852539,correct-ans,66
cc80f747-6c1c-46af-9c97-0dd3b1b029be,1760514001,queries,72
1999174f-8ecf-425b-a930-f1ecb00df2bb,1761132986,wrong-ans,56
21a4a308-b528-4812-bca1-394cc4136b9d,1759839929,queries,26
59a2cd61-c880-4f9d-88ac-d4127028683f,1760241310,wrong-ans,27
669b65cd-eaae-491a-bd1a-355490380618,1759406935,time-spent-mins,7
768f40e4-68a7-4022-bffa-cb64888bb62e,1760260572,time-spent-mins,6
5dbb57c4-fbac-4e3a-a7c8-b614921d28a1,1759975486,correct-ans,3
39138768-284c-4828-8bd2-3910b32120d0,1758994781,time-spent-mins,2
a3aa0ce0-64b6-4efb-af67-6590bf2bd3d2,1759697041,correct-ans,12
bc93baf3-b74e-44ea-b07a-00cab75efd19,1761106902,correct-ans,26
0f636c3f-6075-41e4-8d13-ef86cd857c94,1759577032,correct-ans,95
46949a02-c8f6-4196-beda-36dd1b24152e,1760975611,time-spent-mins,5
f400e1a8-473d-4531-82c8-b760535359d7,1760552062,queries,52
5565a5b9-d327-4f83-9309-e75ddc8e8575,1759901227,queries,95
66daf760-23b9-463b-9e5b-dbe641511a3d,1758898682,time-spent-mins,8
2b50bb81-5055-4e06-a38b-9621ed3d6644,1759428089,wrong-ans,54
0ea71fd8-805f-460f-94e9-92a44c3f033e,1759247278,queries,53
c2732ca8-f9a9-4e85-a568-de19fb2b42d0,1758898343,wrong-ans,57
6faad668-14ac-434b-8392-37a536260c82,1759435685,correct-ans,37
2e8eab12-827e-42a7-9f3a-c0fcb0160863,1760327235,time-spent-mins,5
0831d858-d344-49ef-a5cd-e4a830b63e80,1760005291,queries,1
8b8b51f6-909a-47c8-8145-d4d9fc83956b,1759777931,queries,79
f9206c4d-8ad1-45a3-913c-1a4755e7130d,1759432415,correct-ans,14
79d31e01-454b-465b-ad90-d186a0e186dc,1759703331,correct-ans,93
fe38ca3c-4885-4a08-81d4-8d1e5e986a35,1759650846,correct-ans,89
430dc790-d645-4142-bf71-008a55722ed1,1760984944,wrong-ans,74
a2a7137a-a60b-4015-aef5-6bf32a452666,1759295922,time-spent-mins,9
4caca86c-7368-41d8-bd95-3874c7ee4fff,1760729544,wrong-ans,31
2e0d75ac-3628-41b4-9830-92c002741a08,1760524998,correct-ans,95
e46de4a8-da54-4d04-8af8-6e296f919899,1759306990,time-spent-mins,8
ba37a3c2-d36d-465a-b3db-6ff85157ef96,1758719274,queries,84
14d51191-0548-469f-8804-ada2b2039813,1760449350,wrong-ans,29
15fec074-a8ca-488e-a215-6d14a870b20c,1760987256,time-spent-mins,1
424d3bd1-ad32-41fa-adfe-77764b36943a,1761198279,queries,49
1dbdd1c8-7a57-42f9-85fb-395b45970f8f,1760835816,time-spent-mins,5
cc8148bf-1f32-4592-bac8-0dc5b480e0fd,1760177665,correct-ans,73
8085376b-c14f-4b51-9541-e6e607e67419,1759074547,queries,90
d172bbe9-b93a-4afe-a88b-81578e028ad6,1760986927,time-spent-mins,6
dde319c3-48d3-4024-8d9e-676bdd578621,1761027264,wrong-ans,90
55836464-42b9-47d9-8f35-0ed1930aa1a3,1758693198,wrong-ans,1
42498fc0-a14b-4391-80a0-ba28820c2c7a,1759530563,correct-ans,45
eaa6577e-c9c7-4679-884f-c3cbdcaa581c,1760637647,correct-ans,62
df5886a9-a375-4937-8c81-4cfe8a3fe706,1759056843,correct-ans,74
1693e606-9ec0-4194-b91b-21b4d774557e,1759185529,wrong-ans,81
fc23142a-6aba-47df-aabf-8ebfcc308f99,1759114591,correct-ans,90
84750a81-1ca3-4209-88ed-d1303994dd8b,1760164181,wrong-ans,100
ff42579d-a379-45ef-8044-f0a622c2e43b,1759605938,time-spent-mins,8
843c8384-4a4d-4377-9e03-43cdd9918922,1760737823,wrong-ans,37
58bb2c57-b6e3-4432-ba84-6ae8733bbc46,1758704510,time-spent-mins,9
08fe764c-10aa-4917-be23-bf509fb30e8a,1759208078,queries,9
1a2dcbb5-d520-45e3-8317-3d7dcb945ab0,1759273284,wrong-ans,56
5da6d725-9c3d-49e6-9604-8b14c11ae588,1760042579,queries,23
d698f7ae-7275-477a-94bc-279c60ecb611,1758855969,time-spent-mins,9
86cd3d02-8362-4734-a501-93a6520e9c45,1759984494,wrong-ans,69
31c20551-3779-40a7-a7e7-b18562fbfc75,1759091366,correct-ans,87
dc58483e-ab36-43f4-a527-b21fb12204bd,1760086467,time-spent-mins,3
69c8dd92-72cb-4069-82ef-21b4b320ae7d,1758715427,queries,6
0a54cb04-1609-4dfc-902a-f296a79627fe,1758877612,time-spent-mins,7
df6a1890-9688-4696-bc36-56b9dc2ad694,1759951931,queries,80
7ec1840a-ae3a-4a6a-b17c-b4c7d5bf0fdf,1760918322,correct-ans,87
e485e1e2-1ce8-42f3-9e2a-96bbaa6bf01c,1758778393,queries,68
17fdf04c-c26c-4175-b6db-5a35a8d56b07,1760316910,queries,22
1b4d291a-36d7-4ed5-9dc0-abd4229552a6,1759698543,wrong-ans,11
07062d15-cfd8-400c-b9de-a3e388de86b0,1760491554,queries,31
181b1436-8222-4ac0-9613-6f20f405cad3,1759171732,queries,59
7eac08fb-7ec5-4d81-9ca2-ddb1ca4daabf,1760239367,correct-ans,92
ffa6d150-4906-4c76-81e9-63b9b23e9794,1760831419,queries,60
4ff7fe40-1790-4a2b-ae38-634af915df51,1758933608,queries,21
34451816-d6b6-473c-a932-b8ad62204752,1759825368,queries,97
4ef1ba24-05af-4958-9dcc-6ecf52a715b5,1760140615,correct-ans,16
63564eaa-c84c-4783-a2da-aa6060ea8db8,1759231246,correct-ans,20
1806f34c-ae66-4ce2-b8af-8e05bdf17500,1761156772,time-spent-mins,2
2a377dcb-da2c-4141-9315-7914006e3219,1758670512,wrong-ans,69
88721eca-e625-4d3a-8608-703bae546a9f,1759254343,queries,73
6f6df36a-c6d6-47e3-a76e-151c5ed97ae8,1760125980,time-spent-mins,6
af59883d-76ff-4e3a-bef5-14121ce2bc1b,1759736544,queries,50
8b18d7ee-8c9b-4123-81d2-315abd3c8152,1758664389,correct-ans,23
b72affa2-a5f4-4820-b824-7c58faee7801,1758628496,wrong-ans,1
a7d77047-5db8-4eaa-8b3e-a04871b2ec1f,1760627886,time-spent-mins,10
34ec6dff-8528-4336-b9a6-f2ee66e2bf11,1759480546,wrong-ans,49
60f703c2-47c0-4b44-8611-a4d2df5ff59d,1759278307,correct-ans,86
bf8365fc-8b37-412f-80ac-fc6fc82579be,1758712157,queries,14
92ff5105-1f14-4cba-b2d8-fdba91d68a54,1759264321,wrong-ans,61
b3cba69f-4665-43dd-83c4-2a6703de4520,1760842508,time-spent-mins,9
6ec21821-bd05-416f-8f29-ec55626d5ec7,1759417573,correct-ans,45
1d062609-2bc5-4749-9adc-73349eb045f0,1761182423,correct-ans,98
43d4806f-0314-4344-b947-79713be093be,1759018404,wrong-ans,41
999789b9-333d-417d-bfb2-1b7c5b5e7f59,1759741456,time-spent-mins,1
30239749-d8b4-41e2-aaa1-a941d3bd99bc,1759338932,wrong-ans,1
cf315950-ddb6-4ade-b548-2105b57b2f95,1759013961,time-spent-mins,8
c16d89cc-6223-4da1-a483-35d5d0689f8b,1759784236,queries,17
77559d48-5b63-486d-9ddd-54c63655360c,1760201490,correct-ans,79
53ac18f0-6097-46bf-b237-b4e9caba92be,1760124166,time-spent-mins,5
d54e801e-f680-4ed2-94ae-b3a252e2bc1f,1760394836,wrong-ans,38
94e72a51-2d6b-4436-94a3-51cdd23c9bc8,1760965215,time-spent-mins,5
3ba7c798-f9ef-4868-b40d-ecfc1957f862,1759132879,time-spent-mins,1
71d5aa13-383d-4836-be6d-ffb1c81eabf0,1760244364,queries,76
1136a68a-8f46-4418-9a82-20566fc71cb3,1759882708,time-spent-mins,2
6514f19a-7f8a-4114-bedc-200e5926a13d,1760695479,correct-ans,67
41820a8e-6ac7-4db4-b0e0-371a9aae2bca,1758808485,queries,58
a02c3b87-8ce1-422f-9617-f8083473f44c,1759851037,time-spent-mins,5
7ef68bab-5e46-4bfd-91af-163c6fb45e43,1759870576,time-spent-mins,10
ca8bdc93-ef73-407f-873b-7f7a1e4d53ea,1760010134,queries,57
c16fea31-d5a8-4faa-8da9-822ba0521bc2,1759081668,queries,6
28aca4b3-ad52-4ae5-9ead-775eae9ca484,1759321161,time-spent-mins,9
0b708925-2160-4670-8baa-95ebc23e4a6f,1760799837,correct-ans,83
d89da42a-4c01-4679-a5ff-bc828bc7af71,1760293115,correct-ans,80
012f80c6-31f7-4d69-b271-8cec533e5927,1759608705,time-spent-mins,9
85449064-0c00-4842-8fdc-b09fb23c73e0,1760365483,correct-ans,80
e2355ae6-524c-4cba-baeb-174b0efdd2f9,1760425440,queries,73
8d538177-d0be-453b-a537-4cd429843722,1759260972,correct-ans,34
3904b6d5-af97-42d3-b325-a55e9006342c,1759581833,wrong-ans,43
9abdda08-2856-4a74-8840-5172a040ce29,1759381787,correct-ans,84
8c4d0fb3-e00d-4f5d-8d04-9f8a7ba25219,1759721957,correct-ans,75
ee1b17e1-10a6-451e-8390-c4ed28bbeb4f,1760666965,wrong-ans,86
b7632916-a0c4-43b0-b191-ac7b36a0b0e2,1760852539,correct-ans,66
cc80f747-6c1c-46af-9c97-0dd3b1b029be,1760514001,queries,72
1999174f-8ecf-425b-a930-f1ecb00df2bb,1761132986,wrong-ans,56
21a4a308-b528-4812-bca1-394cc4136b9d,1759839929,queries,26
59a2cd61-c880-4f9d-88ac-d4127028683f,1760241310,wrong-ans,27
669b65cd-eaae-491a-bd1a-355490380618,1759406935,time-spent-mins,7
768f40e4-68a7-4022-bffa-cb64888bb62e,1760260572,time-spent-mins,6
5dbb57c4-fbac-4e3a-a7c8-b614921d28a1,1759975486,correct-ans,3
39138768-284c-4828-8bd2-3910b32120d0,1758994781,time-spent-mins,2
a3aa0ce0-64b6-4efb-af67-6590bf2bd3d2,1759697041,correct-ans,12
bc93baf3-b74e-44ea-b07a-00cab75efd19,1761106902,correct-ans,26
0f636c3f-6075-41e4-8d13-ef86cd857c94,1759577032,correct-ans,95
46949a02-c8f6-4196-beda-36dd1b24152e,1760975611,time-spent-mins,5
f400e1a8-473d-4531-82c8-b760535359d7,1760552062,queries,52
5565a5b9-d327-4f83-9309-e75ddc8e8575,1759901227,queries,95
66daf760-23b9-463b-9e5b-dbe641511a3d,1758898682,time-spent-mins,8
2b50bb81-5055-4e06-a38b-9621ed3d6644,1759428089,wrong-ans,54
0ea71fd8-805f-460f-94e9-92a44c3f033e,1759247278,queries,53
c2732ca8-f9a9-4e85-a568-de19fb2b42d0,1758898343,wrong-ans,57
6faad668-14ac-434b-8392-37a536260c82,1759435685,correct-ans,37
2e8eab12-827e-42a7-9f3a-c0fcb0160863,1760327235,time-spent-mins,5
0831d858-d344-49ef-a5cd-e4a830b63e80,1760005291,queries,1
8b8b51f6-909a-47c8-8145-d4d9fc83956b,1759777931,queries,79
f9206c4d-8ad1-45a3-913c-1a4755e7130d,1759432415,correct-ans,14
79d31e01-454b-465b-ad90-d186a0e186dc,1759703331,correct-ans,93
fe38ca3c-4885-4a08-81d4-8d1e5e986a35,1759650846,correct-ans,89
430dc790-d645-4142-bf71-008a55722ed1,1760984944,wrong-ans,74
a2a7137a-a60b-4015-aef5-6bf32a452666,1759295922,time-spent-mins,9
4caca86c-7368-41d8-bd95-3874c7ee4fff,1760729544,wrong-ans,31
2e0d75ac-3628-41b4-9830-92c002741a08,1760524998,correct-ans,95
e46de4a8-da54-4d04-8af8-6e296f919899,1759306990,time-spent-mins,8
ba37a3c2-d36d-465a-b3db-6ff85157ef96,1758719274,queries,84
14d51191-0548-469f-8804-ada2b2039813,1760449350,wrong-ans,29
15fec074-a8ca-488e-a215-6d14a870b20c,1760987256,time-spent-mins,1
424d3bd1-ad32-41fa-adfe-77764b36943a,1761198279,queries,49
1dbdd1c8-7a57-42f9-85fb-395b45970f8f,1760835816,time-spent-mins,5
cc8148bf-1f32-4592-bac8-0dc5b480e0fd,1760177665,correct-ans,73
8085376b-c14f-4b51-9541-e6e607e67419,1759074547,queries,90
d172bbe9-b93a-4afe-a88b-81578e028ad6,1760986927,time-spent-mins,6
dde319c3-48d3-4024-8d9e-676bdd578621,1761027264,wrong-ans,90
55836464-42b9-47d9-8f35-0ed1930aa1a3,1758693198,wrong-ans,1
42498fc0-a14b-4391-80a0-ba28820c2c7a,1759530563,correct-ans,45
eaa6577e-c9c7-4679-884f-c3cbdcaa581c,1760637647,correct-ans,62
df5886a9-a375-4937-8c81-4cfe8a3fe706,1759056843,correct-ans,74
1693e606-9ec0-4194-b91b-21b4d774557e,1759185529,wrong-ans,81
fc23142a-6aba-47df-aabf-8ebfcc308f99,1759114591,correct-ans,90
84750a81-1ca3-4209-88ed-d1303994dd8b,1760164181,wrong-ans,100
ff42579d-a379-45ef-8044-f0a622c2e43b,1759605938,time-spent-mins,8
843c8384-4a4d-4377-9e03-43cdd9918922,1760737823,wrong-ans,37
58bb2c57-b6e3-4432-ba84-6ae8733bbc46,1758704510,time-spent-mins,9
08fe764c-10aa-4917-be23-bf509fb30e8a,1759208078,queries,9
1a2dcbb5-d520-45e3-8317-3d7dcb945ab0,1759273284,wrong-ans,56
5da6d725-9c3d-49e6-9604-8b14c11ae588,1760042579,queries,23
d698f7ae-7275-477a-94bc-279c60ecb611,1758855969,time-spent-mins,9
86cd3d02-8362-4734-a501-93a6520e9c45,1759984494,wrong-ans,69
31c20551-3779-40a7-a7e7-b18562fbfc75,1759091366,correct-ans,87
dc58483e-ab36-43f4-a527-b21fb12204bd,1760086467,time-spent-mins,3
69c8dd92-72cb-4069-82ef-21b4b320ae7d,1758715427,queries,6
0a54cb04-1609-4dfc-902a-f296a79627fe,1758877612,time-spent-mins,7
df6a1890-9688-4696-bc36-56b9dc2ad694,1759951931,queries,80
7ec1840a-ae3a-4a6a-b17c-b4c7d5bf0fdf,1760918322,correct-ans,87
e485e1e2-1ce8-42f3-9e2a-96bbaa6bf01c,1758778393,queries,68
17fdf04c-c26c-4175-b6db-5a35a8d56b07,1760316910,queries,22
1b4d291a-36d7-4ed5-9dc0-abd4229552a6,1759698543,wrong-ans,11
